,METRO_ID,Metropolitan areas,VAR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
445,UK023,Nottingham,POP_DENS,700.12,704.67,709.36,714.21,719.19,724.32,729.6,735.04,740.64,746.4,752.31,758.41,764.69,771.15,777.79
446,UK097,Glasgow,GREEN_AREA_PC,107.8,107.77,107.69,107.58,107.42,107.21,106.96,106.67,106.34,105.96,105.54,105.08,104.57,104.02,103.43
447,UK097,Glasgow,POP_DENS,1084.26,1084.56,1085.31,1086.5,1088.12,1090.19,1092.7,1095.7,1099.15,1103.07,1107.46,1112.35,1117.72,1123.61,1130.0
448,UK098,Edinburgh,GREEN_AREA_PC,231.95,230.84,229.59,228.21,226.68,225.02,223.23,221.3,219.25,217.07,214.77,212.35,209.82,207.17,204.42
449,UK098,Edinburgh,POP_DENS,526.53,529.06,531.93,535.16,538.76,542.73,547.09,551.85,557.01,562.61,568.64,575.12,582.06,589.49,597.42
450,US003,Seattle,GREEN_AREA_PC,117.45,116.04,114.65,113.27,111.91,110.56,109.23,107.92,106.62,105.33,104.06,102.81,101.57,100.34,99.13
451,US003,Seattle,POP_DENS,209.71,212.25,214.83,217.45,220.09,222.77,225.48,228.23,231.01,233.83,236.68,239.57,242.5,245.46,248.47
452,US012,Portland,GREEN_AREA_PC,500.16,493.06,486.05,479.13,472.3,465.56,458.91,452.35,445.87,439.48,433.17,426.95,420.81,414.75,408.76
453,US012,Portland,POP_DENS,109.18,110.76,112.35,113.98,115.62,117.3,119.0,120.72,122.48,124.26,126.07,127.91,129.77,131.67,133.6
454,US014,Minneapolis,GREEN_AREA_PC,3243.19,3212.69,3182.14,3151.55,3120.91,3090.22,3059.49,3028.73,2997.93,2967.11,2936.25,2905.37,2874.47,2843.55,2812.62
455,US014,Minneapolis,POP_DENS,144.17,145.53,146.93,148.36,149.81,151.3,152.82,154.37,155.96,157.58,159.24,160.93,162.66,164.43,166.23
456,US033,Milwaukee,GREEN_AREA_PC,1649.77,1643.93,1638.09,1632.24,1626.39,1620.55,1614.69,1608.84,1602.99,1597.13,1591.27,1585.41,1579.55,1573.69,1567.82
457,US033,Milwaukee,POP_DENS,388.22,389.59,390.98,392.38,393.79,395.22,396.65,398.09,399.55,401.01,402.49,403.97,405.47,406.98,408.51
458,US035,Madison,GREEN_AREA_PC,5633.18,5561.09,5489.91,5419.63,5350.23,5281.69,5214.03,5147.22,5081.25,5016.11,4951.79,4888.28,4825.58,4763.67,4702.53
459,US035,Madison,POP_DENS,90.92,92.1,93.3,94.51,95.73,96.97,98.23,99.51,100.8,102.11,103.44,104.78,106.14,107.52,108.92
460,US038,Buffalo,GREEN_AREA_PC,2257.0,2263.8,2270.61,2277.43,2284.28,2291.15,2298.04,2304.94,2311.87,2318.82,2325.78,2332.77,2339.77,2346.8,2353.84
461,US038,Buffalo,POP_DENS,284.59,283.74,282.89,282.04,281.2,280.35,279.51,278.67,277.84,277.01,276.18,275.35,274.53,273.7,272.88
462,US039,Grand Rapids,GREEN_AREA_PC,2940.3,2926.2,2912.17,2898.2,2884.3,2870.46,2856.7,2843.0,2829.36,2815.79,2802.29,2788.85,2775.47,2762.16,2748.92
463,US039,Grand Rapids,POP_DENS,254.25,255.47,256.7,257.94,259.18,260.43,261.69,262.95,264.22,265.49,266.77,268.05,269.35,270.64,271.95
464,US044,Albany,GREEN_AREA_PC,1939.5,1929.32,1919.18,1909.08,1899.03,1889.03,1879.06,1869.14,1859.26,1849.42,1839.63,1829.88,1820.17,1810.5,1800.88
465,US044,Albany,POP_DENS,110.79,111.37,111.96,112.55,113.15,113.75,114.35,114.96,115.57,116.18,116.8,117.42,118.05,118.68,119.32
466,US045,Detroit,GREEN_AREA_PC,518.61,521.12,523.61,526.08,528.53,530.95,533.35,535.73,538.08,540.41,542.71,544.99,547.25,549.47,551.67
467,US045,Detroit,POP_DENS,771.0,767.29,763.64,760.06,756.54,753.09,749.7,746.37,743.11,739.91,736.76,733.68,730.66,727.7,724.8
468,US048,Boston,GREEN_AREA_PC,89.84,89.57,89.29,89.02,88.75,88.47,88.2,87.93,87.66,87.39,87.12,86.85,86.59,86.32,86.06
469,US048,Boston,POP_DENS,730.64,732.89,735.15,737.41,739.68,741.96,744.24,746.54,748.84,751.15,753.46,755.78,758.12,760.45,762.8
470,US055,Chicago,GREEN_AREA_PC,436.45,435.03,433.56,432.03,430.45,428.81,427.11,425.36,423.54,421.66,419.72,417.71,415.63,413.49,411.29
471,US055,Chicago,POP_DENS,481.13,482.69,484.33,486.05,487.83,489.7,491.64,493.68,495.8,498.01,500.31,502.71,505.22,507.84,510.56
472,US060,Providence,GREEN_AREA_PC,123.53,123.48,123.43,123.38,123.33,123.28,123.23,123.18,123.13,123.08,123.03,122.98,122.93,122.88,122.84
473,US060,Providence,POP_DENS,504.07,504.27,504.47,504.67,504.87,505.08,505.28,505.48,505.68,505.89,506.09,506.29,506.5,506.7,506.91
474,US065,Toledo (US),GREEN_AREA_PC,556.16,557.8,559.45,561.11,562.77,564.43,566.1,567.77,569.45,571.14,572.82,574.52,576.22,577.92,579.63
475,US065,Toledo (US),POP_DENS,500.75,499.28,497.8,496.34,494.87,493.42,491.96,490.51,489.06,487.62,486.18,484.75,483.32,481.9,480.48
476,US069,Cleveland,GREEN_AREA_PC,473.27,476.67,480.1,483.54,487.0,490.48,493.97,497.49,501.03,504.59,508.16,511.75,515.37,519.0,522.65
477,US069,Cleveland,POP_DENS,905.8,899.34,892.93,886.57,880.27,874.03,867.84,861.7,855.62,849.59,843.61,837.69,831.82,825.99,820.22
478,US070,Des Moines,GREEN_AREA_PC,5888.58,5797.73,5707.66,5618.39,5529.86,5442.12,5355.11,5268.85,5183.34,5098.57,5014.52,4931.2,4848.59,4766.7,4685.52
479,US070,Des Moines,POP_DENS,56.92,57.81,58.73,59.66,60.61,61.59,62.59,63.62,64.67,65.74,66.84,67.97,69.13,70.32,71.54
480,US077,Omaha,GREEN_AREA_PC,832.84,823.04,813.31,803.66,794.08,784.58,775.16,765.81,756.54,747.35,738.23,729.18,720.21,711.31,702.49
481,US077,Omaha,POP_DENS,67.22,68.02,68.83,69.66,70.5,71.35,72.22,73.1,73.99,74.9,75.83,76.77,77.73,78.7,79.69
482,US081,Akron,GREEN_AREA_PC,1283.45,1283.71,1283.98,1284.24,1284.5,1284.77,1285.04,1285.3,1285.57,1285.83,1286.1,1286.36,1286.63,1286.89,1287.16
483,US081,Akron,POP_DENS,499.04,498.94,498.83,498.73,498.63,498.52,498.42,498.32,498.22,498.11,498.01,497.91,497.8,497.7,497.6
484,US084,New York,GREEN_AREA_PC,40.85,40.74,40.64,40.54,40.43,40.33,40.22,40.12,40.01,39.91,39.81,39.7,39.6,39.49,39.39
485,US084,New York,POP_DENS,1630.9,1635.09,1639.3,1643.53,1647.78,1652.05,1656.33,1660.64,1664.97,1669.31,1673.68,1678.07,1682.47,1686.9,1691.35
486,US089,Salt Lake City,GREEN_AREA_PC,649.88,640.35,630.94,621.66,612.51,603.47,594.56,585.76,577.08,568.51,560.06,551.72,543.49,535.37,527.36
487,US089,Salt Lake City,POP_DENS,35.0,35.52,36.05,36.59,37.13,37.69,38.25,38.83,39.41,40.01,40.61,41.22,41.85,42.48,43.13
488,US097,Pittsburgh,GREEN_AREA_PC,588.54,591.28,594.04,596.81,599.59,602.39,605.19,608.01,610.85,613.7,616.56,619.43,622.32,625.22,628.13
489,US097,Pittsburgh,POP_DENS,664.47,661.39,658.32,655.27,652.22,649.2,646.19,643.19,640.2,637.23,634.28,631.33,628.4,625.49,622.59
490,US103,Harrisburg,GREEN_AREA_PC,4107.97,4076.77,4045.78,4015.02,3984.48,3954.16,3924.07,3894.18,3864.52,3835.07,3805.83,3776.81,3747.98,3719.38,3690.98
491,US103,Harrisburg,POP_DENS,99.79,100.56,101.33,102.1,102.88,103.67,104.47,105.27,106.08,106.89,107.71,108.54,109.38,110.22,111.07
492,US106,Philadelphia,GREEN_AREA_PC,386.38,385.42,384.46,383.5,382.54,381.59,380.63,379.67,378.71,377.76,376.8,375.85,374.89,373.94,372.98
493,US106,Philadelphia,POP_DENS,907.13,909.39,911.66,913.93,916.22,918.52,920.83,923.16,925.49,927.83,930.19,932.55,934.93,937.32,939.72
494,US107,Columbus,GREEN_AREA_PC,1941.82,1917.93,1894.15,1870.48,1846.92,1823.45,1800.1,1776.84,1753.69,1730.63,1707.67,1684.81,1662.04,1639.37,1616.79
495,US107,Columbus,POP_DENS,142.79,144.57,146.39,148.24,150.13,152.06,154.04,156.05,158.11,160.22,162.37,164.58,166.83,169.14,171.5
496,US114,Denver,GREEN_AREA_PC,5.81,5.73,5.64,5.55,5.47,5.38,5.3,5.21,5.13,5.05,4.96,4.88,4.8,4.72,4.64
497,US114,Denver,POP_DENS,100.0,101.5,103.05,104.63,106.26,107.94,109.66,111.44,113.26,115.13,117.06,119.05,121.09,123.2,125.37
498,US115,Indianapolis,GREEN_AREA_PC,1196.71,1180.17,1163.63,1147.12,1130.62,1114.15,1097.71,1081.29,1064.91,1048.57,1032.27,1016.01,999.8,983.64,967.54
499,US115,Indianapolis,POP_DENS,206.45,209.35,212.32,215.38,218.52,221.75,225.08,228.49,232.01,235.62,239.34,243.17,247.12,251.18,255.36
500,US117,Dayton,GREEN_AREA_PC,1098.57,1100.32,1102.04,1103.73,1105.39,1107.02,1108.62,1110.18,1111.72,1113.22,1114.69,1116.13,1117.53,1118.91,1120.24
501,US117,Dayton,POP_DENS,309.98,309.49,309.0,308.53,308.07,307.61,307.17,306.74,306.31,305.9,305.5,305.1,304.72,304.35,303.98
502,US122,Baltimore,GREEN_AREA_PC,1036.21,1031.8,1027.35,1022.87,1018.37,1013.83,1009.25,1004.65,1000.03,995.37,990.68,985.97,981.23,976.46,971.67
503,US122,Baltimore,POP_DENS,501.83,503.97,506.15,508.37,510.62,512.91,515.23,517.59,519.98,522.42,524.89,527.4,529.94,532.53,535.16
504,US124,Cincinnati,GREEN_AREA_PC,3165.64,3149.15,3132.33,3115.18,3097.7,3079.88,3061.74,3043.28,3024.5,3005.38,2985.96,2966.23,2946.18,2925.82,2905.16
505,US124,Cincinnati,POP_DENS,184.38,185.34,186.34,187.36,188.42,189.51,190.63,191.79,192.98,194.21,195.47,196.77,198.11,199.49,200.91
506,US125,Washington,GREEN_AREA_PC,1212.58,1195.06,1177.62,1160.25,1142.96,1125.74,1108.6,1091.53,1074.52,1057.59,1040.73,1023.94,1007.22,990.57,973.99
507,US125,Washington,POP_DENS,291.31,295.58,299.96,304.45,309.06,313.79,318.64,323.62,328.74,334.01,339.42,344.98,350.71,356.6,362.67
508,US128,Kansas City,GREEN_AREA_PC,4788.08,4740.04,4692.17,4644.48,4596.98,4549.67,4502.54,4455.62,4408.89,4362.36,4316.05,4269.95,4224.06,4178.4,4132.96
509,US128,Kansas City,POP_DENS,94.85,95.81,96.79,97.79,98.8,99.82,100.87,101.93,103.01,104.11,105.23,106.36,107.52,108.69,109.89
510,US133,Colorado Springs,GREEN_AREA_PC,19.17,18.82,18.48,18.14,17.81,17.49,17.17,16.86,16.56,16.25,15.96,15.67,15.38,15.1,14.83
511,US133,Colorado Springs,POP_DENS,77.19,78.62,80.07,81.55,83.06,84.6,86.16,87.76,89.38,91.03,92.72,94.44,96.18,97.96,99.78
512,US134,Saint Louis (US),GREEN_AREA_PC,1938.47,1931.52,1924.39,1917.09,1909.61,1901.95,1894.12,1886.11,1877.93,1869.58,1861.04,1852.34,1843.46,1834.41,1825.18
513,US134,Saint Louis (US),POP_DENS,189.03,189.71,190.41,191.14,191.88,192.66,193.45,194.27,195.12,195.99,196.89,197.82,198.77,199.75,200.76
514,US135,Sacramento/Roseville,GREEN_AREA_PC,70.24,69.01,67.8,66.6,65.43,64.27,63.12,62.0,60.89,59.8,58.73,57.67,56.63,55.61,54.6
515,US135,Sacramento/Roseville,POP_DENS,130.68,133.02,135.4,137.83,140.31,142.84,145.42,148.06,150.75,153.5,156.3,159.17,162.09,165.08,168.13
516,US141,Louisville,GREEN_AREA_PC,4613.85,4570.06,4526.49,4483.13,4440.02,4397.12,4354.44,4312.0,4269.76,4227.76,4185.96,4144.39,4103.04,4061.91,4020.98
517,US141,Louisville,POP_DENS,118.89,120.03,121.19,122.36,123.55,124.75,125.97,127.21,128.47,129.75,131.05,132.36,133.69,135.05,136.42
518,US146,San Francisco,GREEN_AREA_PC,24.93,24.8,24.68,24.55,24.43,24.31,24.18,24.06,23.94,23.82,23.7,23.58,23.46,23.34,23.22
519,US146,San Francisco,POP_DENS,380.91,382.83,384.77,386.72,388.68,390.65,392.64,394.64,396.65,398.67,400.71,402.76,404.82,406.89,408.98
520,US147,Wichita,GREEN_AREA_PC,45.46,45.06,44.66,44.27,43.88,43.49,43.1,42.72,42.34,41.96,41.59,41.22,40.85,40.49,40.12
521,US147,Wichita,POP_DENS,57.09,57.6,58.11,58.63,59.15,59.68,60.21,60.75,61.29,61.85,62.4,62.96,63.53,64.1,64.68
522,US149,Richmond,GREEN_AREA_PC,233.28,230.88,228.49,226.12,223.77,221.43,219.1,216.8,214.51,212.23,209.98,207.74,205.51,203.3,201.11
523,US149,Richmond,POP_DENS,578.66,584.68,590.79,596.99,603.27,609.64,616.1,622.65,629.3,636.04,642.88,649.82,656.85,663.99,671.23
524,US154,Norfolk-Portsmouth-Chesapeake-Virginia beach,GREEN_AREA_PC,797.93,793.59,789.23,784.85,780.46,776.04,771.61,767.16,762.69,758.2,753.69,749.17,744.63,740.07,735.49
525,US154,Norfolk-Portsmouth-Chesapeake-Virginia beach,POP_DENS,334.89,336.72,338.58,340.47,342.39,344.33,346.31,348.32,350.36,352.44,354.54,356.68,358.86,361.07,363.32
526,US155,Fresno,GREEN_AREA_PC,94.94,93.44,91.96,90.51,89.08,87.68,86.29,84.93,83.58,82.26,80.96,79.68,78.42,77.18,75.96
527,US155,Fresno,POP_DENS,43.59,44.29,45.0,45.72,46.46,47.2,47.96,48.73,49.51,50.31,51.12,51.94,52.77,53.62,54.48
528,US159,Las Vegas,GREEN_AREA_PC,2.29,2.21,2.13,2.06,1.99,1.92,1.86,1.79,1.73,1.67,1.61,1.56,1.51,1.45,1.4
529,US159,Las Vegas,POP_DENS,20.71,21.45,22.21,23.0,23.81,24.65,25.53,26.43,27.37,28.34,29.35,30.39,31.46,32.58,33.74
530,US160,Nashville,GREEN_AREA_PC,5108.66,5026.31,4944.83,4864.25,4784.54,4705.71,4627.74,4550.63,4474.39,4399.0,4324.47,4250.78,4177.93,4105.92,4034.75
531,US160,Nashville,POP_DENS,115.38,117.27,119.2,121.18,123.2,125.26,127.37,129.53,131.74,133.99,136.3,138.67,141.09,143.56,146.09
532,US161,Tulsa,GREEN_AREA_PC,2356.53,2336.81,2317.16,2297.59,2278.11,2258.7,2239.37,2220.13,2200.96,2181.87,2162.86,2143.93,2125.07,2106.3,2087.61
533,US161,Tulsa,POP_DENS,47.71,48.12,48.53,48.94,49.36,49.78,50.21,50.65,51.09,51.53,51.99,52.45,52.91,53.38,53.86
534,US170,Raleigh,GREEN_AREA_PC,2325.22,2245.41,2168.33,2093.87,2021.96,1952.5,1885.41,1820.62,1758.04,1697.59,1639.21,1582.83,1528.38,1475.78,1424.99
535,US170,Raleigh,POP_DENS,143.29,148.38,153.66,159.12,164.78,170.64,176.71,183.0,189.52,196.26,203.25,210.49,217.99,225.76,233.81
536,US174,Oklahoma city,GREEN_AREA_PC,150.3,148.33,146.37,144.43,142.52,140.62,138.74,136.87,135.03,133.21,131.4,129.61,127.84,126.09,124.36
537,US174,Oklahoma city,POP_DENS,75.77,76.78,77.81,78.85,79.91,80.99,82.09,83.2,84.34,85.5,86.67,87.87,89.08,90.32,91.58
538,US178,Charlotte,GREEN_AREA_PC,1073.53,1040.72,1008.87,977.94,947.91,918.76,890.46,862.99,836.32,810.44,785.31,760.91,737.24,714.26,691.96
539,US178,Charlotte,POP_DENS,236.57,244.03,251.73,259.69,267.92,276.42,285.2,294.28,303.67,313.37,323.39,333.76,344.48,355.56,367.02
540,US180,Albuquerque,GREEN_AREA_PC,83.26,81.67,80.1,78.57,77.05,75.57,74.1,72.66,71.24,69.85,68.48,67.13,65.81,64.51,63.22
541,US180,Albuquerque,POP_DENS,30.3,30.89,31.49,32.11,32.74,33.39,34.05,34.72,35.41,36.12,36.84,37.58,38.34,39.11,39.9
542,US181,Memphis,GREEN_AREA_PC,3345.6,3318.4,3290.99,3263.36,3235.52,3207.46,3179.16,3150.65,3121.92,3092.96,3063.78,3034.37,3004.74,2974.89,2944.82
543,US181,Memphis,POP_DENS,91.67,92.43,93.2,93.99,94.79,95.62,96.47,97.35,98.24,99.16,100.11,101.08,102.07,103.1,104.15
544,US186,Little Rock,GREEN_AREA_PC,3227.72,3184.34,3141.23,3098.4,3055.84,3013.57,2971.59,2929.88,2888.48,2847.37,2806.56,2766.05,2725.84,2685.94,2646.35
545,US186,Little Rock,POP_DENS,75.03,76.05,77.09,78.16,79.25,80.36,81.49,82.65,83.84,85.05,86.29,87.55,88.84,90.16,91.51
546,US190,Los Angeles,GREEN_AREA_PC,5.77,5.72,5.68,5.63,5.58,5.53,5.48,5.43,5.38,5.34,5.29,5.24,5.19,5.14,5.09
547,US190,Los Angeles,POP_DENS,186.66,188.22,189.81,191.43,193.09,194.78,196.51,198.27,200.07,201.91,203.79,205.71,207.68,209.69,211.74
548,US195,Columbia,GREEN_AREA_PC,256.38,251.64,246.98,242.41,237.93,233.53,229.21,224.97,220.8,216.72,212.71,208.77,204.91,201.12,197.4
549,US195,Columbia,POP_DENS,135.47,138.02,140.63,143.28,145.98,148.73,151.53,154.39,157.3,160.26,163.28,166.36,169.5,172.69,175.95
550,US196,Atlanta,GREEN_AREA_PC,129.68,127.29,124.92,122.56,120.23,117.92,115.63,113.35,111.1,108.87,106.66,104.47,102.31,100.16,98.04
551,US196,Atlanta,POP_DENS,367.52,374.43,381.54,388.86,396.4,404.18,412.19,420.45,428.97,437.76,446.83,456.19,465.85,475.83,486.13
552,US202,Phoenix,GREEN_AREA_PC,12.51,12.24,11.98,11.72,11.47,11.22,10.98,10.74,10.51,10.29,10.07,9.85,9.64,9.43,9.23
553,US202,Phoenix,POP_DENS,128.6,131.42,134.31,137.26,140.27,143.35,146.49,149.71,152.99,156.35,159.78,163.29,166.88,170.54,174.28
554,US205,Birmingham (US),GREEN_AREA_PC,1270.61,1263.64,1256.52,1249.27,1241.88,1234.34,1226.67,1218.86,1210.91,1202.82,1194.59,1186.22,1177.71,1169.07,1160.29
555,US205,Birmingham (US),POP_DENS,127.96,128.66,129.39,130.14,130.92,131.72,132.54,133.39,134.27,135.17,136.1,137.06,138.05,139.07,140.12
556,US209,Dallas,GREEN_AREA_PC,265.73,260.67,255.63,250.59,245.58,240.59,235.62,230.67,225.75,220.86,216.0,211.17,206.38,201.62,196.9
557,US209,Dallas,POP_DENS,279.2,284.62,290.24,296.07,302.11,308.38,314.89,321.64,328.65,335.93,343.49,351.34,359.5,367.99,376.81
558,US210,San Diego,GREEN_AREA_PC,11.82,11.71,11.6,11.49,11.38,11.27,11.17,11.06,10.96,10.85,10.75,10.65,10.55,10.45,10.35
559,US210,San Diego,POP_DENS,255.14,257.58,260.05,262.54,265.06,267.6,270.16,272.75,275.36,278.0,280.66,283.35,286.07,288.81,291.57
560,US212,Fort Worth,GREEN_AREA_PC,29.51,28.85,28.21,27.57,26.96,26.35,25.76,25.18,24.62,24.07,23.53,23.0,22.49,21.98,21.49
561,US212,Fort Worth,POP_DENS,327.82,335.33,343.01,350.87,358.91,367.14,375.55,384.16,392.97,401.98,411.19,420.62,430.27,440.13,450.23
562,US213,Charleston,GREEN_AREA_PC,551.67,541.41,531.3,521.34,511.54,501.88,492.36,482.99,473.77,464.68,455.73,446.93,438.25,429.72,421.31
563,US213,Charleston,POP_DENS,74.59,76.0,77.44,78.92,80.44,81.98,83.57,85.19,86.85,88.55,90.29,92.06,93.89,95.75,97.66
564,US223,Tucson,GREEN_AREA_PC,1.27,1.25,1.23,1.22,1.2,1.18,1.16,1.15,1.13,1.11,1.09,1.08,1.06,1.05,1.03
565,US223,Tucson,POP_DENS,35.45,35.99,36.53,37.08,37.64,38.21,38.79,39.38,39.97,40.57,41.19,41.81,42.44,43.08,43.73
566,US227,El Paso,GREEN_AREA_PC,4.4,4.33,4.26,4.19,4.12,4.06,3.99,3.92,3.86,3.8,3.74,3.68,3.62,3.56,3.5
567,US227,El Paso,POP_DENS,47.21,47.98,48.77,49.58,50.39,51.22,52.07,52.92,53.79,54.68,55.58,56.5,57.43,58.37,59.33
568,US233,Baton Rouge,GREEN_AREA_PC,934.09,924.76,915.42,906.07,896.72,887.36,878.0,868.63,859.25,849.88,840.5,831.11,821.73,812.35,802.96
569,US233,Baton Rouge,POP_DENS,90.23,91.14,92.07,93.02,93.99,94.98,95.99,97.03,98.09,99.17,100.27,101.41,102.56,103.75,104.96
570,US234,Austin,GREEN_AREA_PC,221.4,214.65,208.07,201.66,195.41,189.33,183.4,177.63,172.01,166.54,161.22,156.03,150.99,146.08,141.31
571,US234,Austin,POP_DENS,112.75,116.3,119.97,123.79,127.74,131.85,136.11,140.53,145.12,149.89,154.84,159.98,165.33,170.88,176.65
572,US237,Jacksonville,GREEN_AREA_PC,193.68,190.32,187.0,183.71,180.45,177.23,174.04,170.88,167.75,164.66,161.6,158.57,155.58,152.62,149.69
573,US237,Jacksonville,POP_DENS,126.56,128.79,131.08,133.42,135.83,138.3,140.84,143.44,146.11,148.86,151.68,154.57,157.54,160.6,163.74
574,US241,New Orleans,GREEN_AREA_PC,178.6,181.1,183.55,185.94,188.27,190.53,192.72,194.85,196.9,198.89,200.79,202.62,204.37,206.04,207.63
575,US241,New Orleans,POP_DENS,106.93,105.45,104.04,102.7,101.43,100.23,99.09,98.01,96.98,96.02,95.11,94.25,93.44,92.68,91.98
576,US242,Houston,GREEN_AREA_PC,821.79,803.32,785.19,767.38,749.9,732.73,715.86,699.31,683.05,667.09,651.43,636.05,620.95,606.13,591.59
577,US242,Houston,POP_DENS,208.69,213.49,218.42,223.49,228.7,234.06,239.57,245.24,251.08,257.09,263.27,269.63,276.19,282.94,289.9
578,US245,San Antonio,GREEN_AREA_PC,172.18,168.38,164.66,161.02,157.45,153.96,150.54,147.19,143.91,140.7,137.56,134.49,131.48,128.53,125.64
579,US245,San Antonio,POP_DENS,89.49,91.51,93.58,95.7,97.87,100.09,102.36,104.69,107.07,109.52,112.02,114.58,117.2,119.89,122.64
580,US250,Orlando,GREEN_AREA_PC,601.86,586.57,571.63,557.02,542.75,528.8,515.18,501.86,488.85,476.14,463.73,451.6,439.76,428.19,416.9
581,US250,Orlando,POP_DENS,158.28,162.4,166.65,171.02,175.51,180.14,184.91,189.81,194.87,200.07,205.42,210.94,216.62,222.47,228.5
582,US251,Clearwater/Saint Petersburg,GREEN_AREA_PC,303.79,301.42,299.01,296.57,294.09,291.58,289.03,286.44,283.83,281.18,278.5,275.78,273.04,270.27,267.46
583,US251,Clearwater/Saint Petersburg,POP_DENS,443.7,447.18,450.78,454.49,458.32,462.28,466.35,470.56,474.9,479.37,483.99,488.75,493.66,498.73,503.95
584,US252,Tampa,GREEN_AREA_PC,568.37,556.7,545.27,534.08,523.11,512.37,501.85,491.55,481.46,471.58,461.89,452.41,443.12,434.03,425.12
585,US252,Tampa,POP_DENS,354.33,361.76,369.34,377.08,384.98,393.05,401.29,409.7,418.29,427.06,436.01,445.15,454.48,464.01,473.73
586,US259,Miami,GREEN_AREA_PC,163.37,161.66,159.97,158.29,156.63,154.99,153.36,151.75,150.16,148.58,147.01,145.46,143.93,142.41,140.9
587,US259,Miami,POP_DENS,353.16,356.89,360.66,364.48,368.34,372.24,376.19,380.19,384.22,388.31,392.44,396.62,400.85,405.13,409.46
588,US261,Mcallen,GREEN_AREA_PC,190.36,184.59,178.99,173.57,168.3,163.2,158.25,153.45,148.8,144.29,139.92,135.67,131.56,127.57,123.7
589,US261,Mcallen,POP_DENS,138.83,143.17,147.64,152.26,157.02,161.93,166.99,172.21,177.6,183.15,188.88,194.78,200.87,207.15,213.63
590,USA,United States,POP_DENS,30.8,31.1,31.39,31.66,31.96,32.25,32.57,32.88,33.19,33.48,33.76,34.02,34.28,34.54,34.8
